author,text,published_at,likes,clean_text,topic_id,topic_label,sentiment_label,sentiment_score
@robertyoung76,All of us raver dad's would go back in a flash,2025-11-05 23:16:39+00:00,0,all of us raver dad's would go back in a flash,5,family themes & representation,POSITIVE,0.994526207447052
@nanunanu8745,Surprised to see this on The Grauniad ?? 😂,2025-11-05 23:03:43+00:00,0,surprised to see this on the grauniad ??,0,music themes & general praise,POSITIVE,0.9726545810699463
@Mkdwellar,What a great advert! Well done our father Mr John Lewis,2025-11-05 22:50:50+00:00,0,what a great advert! well done our father mr john lewis,3,general christmas advert discussion,POSITIVE,0.9996121525764465
@ACorn0894,Why did I think he was dancing with Michael Van Gerwen??,2025-11-05 22:46:10+00:00,0,why did i think he was dancing with michael van gerwen??,0,music themes & general praise,NEGATIVE,0.9979530572891235
@Mary.Quantum426,Credit to Saatchi & Saatchi and John Lewis for one of the best Christmas ads of all time.,2025-11-05 22:42:12+00:00,0,credit to saatchi & saatchi and john lewis for one of the best christmas ads of all time.,3,general christmas advert discussion,POSITIVE,0.9998334646224976
@jaynesouthworthhacking8848,"I watched it for the first time this afternoon and I cried... I've just shown it to my husband who's got a swinging brick for a heart and doesn't get emotional at TV adverts like I do and even he had a tear in his eye ! We were ravers/clubbers in the early '90's and this tune certainly resonated with us and we could put ourselves in the position of the father in the advert, especially as our son lives in Japan... think it's an amazing Christmas advert... love it !",2025-11-05 22:37:04+00:00,1,"i watched it for the first time this afternoon and i cried... i've just shown it to my husband who's got a swinging brick for a heart and doesn't get emotional at tv adverts like i do and even he had a tear in his eye ! we were ravers/clubbers in the early '90's and this tune certainly resonated with us and we could put ourselves in the position of the father in the advert, especially as our son lives in japan... think it's an amazing christmas advert... love it !",3,general christmas advert discussion,POSITIVE,0.9997561573982239
@Rob-q7e,"Lovely advert, had me and my misses in tears 😢 me and my daughter was at the bus 🚌 stop a few days ago.. going to hospital 🏥 for stuff going on with me and I keep strong for her and my dad walked straight pass me and her and didn’t even notice us and walked on… felt like a ghost.. his son and grand daughter… nothing😢 and my misses has never known her dad and her mum didn’t want to know and I lost my mum to cancer😢 so we are just a little family but keep tight and I/we wish every person a merry Christmas 🎄",2025-11-05 22:32:02+00:00,36,"lovely advert, had me and my misses in tears me and my daughter was at the bus stop a few days ago.. going to hospital for stuff going on with me and i keep strong for her and my dad walked straight pass me and her and didn’t even notice us and walked on… felt like a ghost.. his son and grand daughter… nothing and my misses has never known her dad and her mum didn’t want to know and i lost my mum to cancer so we are just a little family but keep tight and i/we wish every person a merry christmas",5,family themes & representation,POSITIVE,0.9837852716445923
@Plotting_Escape,Made me cry! ❤,2025-11-05 22:20:34+00:00,0,made me cry!,0,music themes & general praise,POSITIVE,0.6012474298477173
@darrenfrancesca9948,If you’re moved by this then go check out the movie that inspired it - Aftersun. Proper film making with a message that stays with you. I wanna thank everyone involved in Charlotte Wells’ masterpiece 🙏,2025-11-05 22:14:08+00:00,0,if you’re moved by this then go check out the movie that inspired it - aftersun. proper film making with a message that stays with you. i wanna thank everyone involved in charlotte wells’ masterpiece,2,nostalgia & memories,POSITIVE,0.9997454285621643
@tomstorey8559,"I'm putting this out there, this is the worst Christmas ad by John Lewis for about a decade",2025-11-05 21:57:25+00:00,1,"i'm putting this out there, this is the worst christmas ad by john lewis for about a decade",4,mixed evaluations (best vs worst),NEGATIVE,0.9997987151145935
@melba10,This song may have been a hit in England but definitely not in some other European countries.,2025-11-05 21:50:28+00:00,0,this song may have been a hit in england but definitely not in some other european countries.,2,nostalgia & memories,NEGATIVE,0.9484754204750061
@Orwell8425,There back 🎉❤ 🎉,2025-11-05 21:44:29+00:00,0,there back,0,music themes & general praise,POSITIVE,0.9793506264686584
@filous16,One of the best ads I’ve seen.,2025-11-05 21:43:02+00:00,4,one of the best ads i’ve seen.,4,mixed evaluations (best vs worst),POSITIVE,0.999640703201294
@DarrenCook1898,"I would give anything to see my son again we haven't spoke in 8 years i', scared of being rejected what he might say i miss him.",2025-11-05 21:33:43+00:00,0,"i would give anything to see my son again we haven't spoke in 8 years i', scared of being rejected what he might say i miss him.",2,nostalgia & memories,NEGATIVE,0.9816554188728333
@seanspringett2914,"Well done John Lewis, none boxing ticking advert, perfect in every way",2025-11-05 21:25:35+00:00,0,"well done john lewis, none boxing ticking advert, perfect in every way",1,strong emotional praise,POSITIVE,0.9991119503974915
@resellingriptide,Tosh.,2025-11-05 21:22:10+00:00,0,tosh.,0,music themes & general praise,POSITIVE,0.9290047287940979
@michellehubbard3528,"Best advert yet, captured something deep and special 💚",2025-11-05 21:11:18+00:00,0,"best advert yet, captured something deep and special",3,general christmas advert discussion,POSITIVE,0.9997987151145935
@matthewroberts3253,"‘Merry Christmas dad, there’s a couple of Mitsubishis in there too, and an 1/8th to take the edge off the comedown. Love you x’",2025-11-05 21:04:16+00:00,593,"‘merry christmas dad, there’s a couple of mitsubishis in there too, and an 1/8th to take the edge off the comedown. love you x’",4,mixed evaluations (best vs worst),POSITIVE,0.9992594122886658
@PeopleAdverts,"The record made him long for his single life, sadly he left and never came back. Cautionary tale really",2025-11-05 20:52:02+00:00,0,"the record made him long for his single life, sadly he left and never came back. cautionary tale really",4,mixed evaluations (best vs worst),NEGATIVE,0.6902565360069275
@dylanhastoast,"made me shed a tear, john lewis always leads the start of christmas with these ❤",2025-11-05 20:32:44+00:00,0,"made me shed a tear, john lewis always leads the start of christmas with these",3,general christmas advert discussion,POSITIVE,0.999584972858429
@Leehuss5582,47yro Man with a 18yr 7yr Princesses and can understand the Dads feelings about reminiscing about our time then and now their time now,2025-11-05 20:20:56+00:00,0,47yro man with a 18yr 7yr princesses and can understand the dads feelings about reminiscing about our time then and now their time now,0,music themes & general praise,POSITIVE,0.9980906844139099
@deportallanglosaxons,"Income tax is a devolved issue in Scotland,  she can't put up Scottish taxes. GIRFUY England🎉🎉😂😂😂",2025-11-05 20:19:17+00:00,0,"income tax is a devolved issue in scotland, she can't put up scottish taxes. girfuy england",0,music themes & general praise,NEGATIVE,0.7341393828392029
@BillyLenz8899,Reminds me of Harry Chapin Cats In The Cradle 😢😢😢.,2025-11-05 20:17:08+00:00,0,reminds me of harry chapin cats in the cradle .,0,music themes & general praise,POSITIVE,0.9923155307769775
@Om3ga_Man,"I am 45 so just missed that era of early 90's clubbing, but having 9 year old twin boys, this hit me right in the feels. Well done JL.",2025-11-05 20:10:44+00:00,0,"i am 45 so just missed that era of early 90's clubbing, but having 9 year old twin boys, this hit me right in the feels. well done jl.",2,nostalgia & memories,POSITIVE,0.9990373849868774
@Faraday11,"Sooo beautiful, big up dads!",2025-11-05 20:07:14+00:00,0,"sooo beautiful, big up dads!",0,music themes & general praise,POSITIVE,0.999839186668396
@Nezzer57,"Flipping brilliant.
Best ad they've done.
Well done JLP 👍👏👏",2025-11-05 20:04:08+00:00,0,flipping brilliant. best ad they've done. well done jlp,4,mixed evaluations (best vs worst),POSITIVE,0.9996826648712158
@beyondthevanishing,"Brilliant, will definitely shop there this year for Christmas. Great ad.",2025-11-05 20:03:28+00:00,0,"brilliant, will definitely shop there this year for christmas. great ad.",3,general christmas advert discussion,POSITIVE,0.9998306035995483
@kellystephens5185,"Reminds me of the 2010 one which was also beautiful and about family, more meaningful ♥️",2025-11-05 20:00:37+00:00,1,"reminds me of the 2010 one which was also beautiful and about family, more meaningful",5,family themes & representation,POSITIVE,0.9998272061347961
@fatherdeath_4206,Amazing to finally see Dads represented in a positive light in the media!! Well done John Lewis!,2025-11-05 19:52:46+00:00,382,amazing to finally see dads represented in a positive light in the media!! well done john lewis!,4,mixed evaluations (best vs worst),POSITIVE,0.9998706579208374
@paul3962,"Do John Lewis sell 12""vinyls?",2025-11-05 19:42:11+00:00,0,"do john lewis sell 12""vinyls?",3,general christmas advert discussion,NEGATIVE,0.9974523186683655
@GosiaKonieczna-y9e,It's not just Fathers and Sons.... It's a full family Ladies and Gentlemen!!! ( and please don't give me : they may be a patchwork one 🙄🤪)!,2025-11-05 19:39:08+00:00,0,it's not just fathers and sons.... it's a full family ladies and gentlemen!!! ( and please don't give me : they may be a patchwork one 🤪)!,0,music themes & general praise,POSITIVE,0.9959732890129089
@sandracheetham4205,What a load of rubbish better to give the money to charity,2025-11-05 19:27:59+00:00,1,what a load of rubbish better to give the money to charity,4,mixed evaluations (best vs worst),NEGATIVE,0.999642014503479
@Lukey-jy4ez,Nice ❤,2025-11-05 19:25:57+00:00,0,nice,0,music themes & general praise,POSITIVE,0.9854028224945068
@Simon-e23,That doesn't look like any club I was going to in '91/'92. Wonder if the son was an E baby.,2025-11-05 19:21:40+00:00,0,that doesn't look like any club i was going to in '91/'92. wonder if the son was an e baby.,1,strong emotional praise,NEGATIVE,0.9944188594818115
@BertieRude,As a father of a son who raved hard in the 90s this hit hard. Tears streaming,2025-11-05 19:08:33+00:00,6,as a father of a son who raved hard in the 90s this hit hard. tears streaming,5,family themes & representation,POSITIVE,0.9979894161224365
@Dannymorgan357,Love it 👌🏼 spot on John Lewis. You Nailed it!,2025-11-05 19:08:12+00:00,0,love it spot on john lewis. you nailed it!,0,music themes & general praise,POSITIVE,0.9998825788497925
@T8N4,More of this please 🙏 😢 ❤,2025-11-05 19:03:23+00:00,2,more of this please,0,music themes & general praise,POSITIVE,0.9685958623886108
@Treclomer,Aftersun,2025-11-05 18:58:37+00:00,0,aftersun,3,general christmas advert discussion,NEGATIVE,0.8511596918106079
@Le4befar,"Before blair and the Internet destroyed the fabric of society. 

John Lewis mourning the 90s.

Still time.......",2025-11-05 18:51:23+00:00,1,before blair and the internet destroyed the fabric of society. john lewis mourning the 90s. still time.......,3,general christmas advert discussion,NEGATIVE,0.9910166263580322
@charlotte_talks,Anyone who loved this needs to watch the film Aftersun that this has been inspired by,2025-11-05 18:38:48+00:00,0,anyone who loved this needs to watch the film aftersun that this has been inspired by,3,general christmas advert discussion,POSITIVE,0.8383404612541199
@tomclarke8801,This is beautiful made me cry an pick up little boy an tell him I love him,2025-11-05 18:38:05+00:00,0,this is beautiful made me cry an pick up little boy an tell him i love him,1,strong emotional praise,POSITIVE,0.9998196959495544
@enricopolsinelli4929,This is a Gen x Advert for Christmas.,2025-11-05 18:27:10+00:00,0,this is a gen x advert for christmas.,4,mixed evaluations (best vs worst),NEGATIVE,0.9985717535018921
@andykelly9108,Absolutely brilliant.  ✊️✊️,2025-11-05 18:23:44+00:00,0,absolutely brilliant.,1,strong emotional praise,POSITIVE,0.9997580647468567
@carolinereeve7927,"Really beautiful ❤ it put tears in my eyes, really triggered memories of my son when he was little & also my own dad who I have lost 💔",2025-11-05 18:22:42+00:00,2,"really beautiful it put tears in my eyes, really triggered memories of my son when he was little & also my own dad who i have lost",3,general christmas advert discussion,POSITIVE,0.9998080134391785
